unit,sex,age,geo,time,values,week,year,date,datum_fiktivni,max,min
NR,T,TOTAL,CZ,2015W11,2291,11,2015,2015-03-15,2020-03-15,2782,2020
NR,T,TOTAL,CZ,2015W10,2357,10,2015,2015-03-08,2020-03-08,2994,2032
NR,T,TOTAL,CZ,2015W09,2609,9,2015,2015-03-01,2020-03-01,2819,2011
NR,T,TOTAL,CZ,2015W08,2684,8,2015,2015-02-22,2020-02-22,2754,2083
NR,T,TOTAL,CZ,2015W07,2732,7,2015,2015-02-15,2020-02-15,2732,2054
NR,T,TOTAL,CZ,2015W06,2598,6,2015,2015-02-08,2020-02-08,2640,2024
NR,T,TOTAL,CZ,2015W05,2580,5,2015,2015-02-01,2020-02-01,2598,2091
NR,T,TOTAL,CZ,2015W04,2499,4,2015,2015-01-25,2020-01-25,2761,2011
NR,T,TOTAL,CZ,2015W03,2396,3,2015,2015-01-18,2020-01-18,2833,1997
NR,T,TOTAL,CZ,2015W02,2432,2,2015,2015-01-11,2020-01-11,2811,1978
NR,T,TOTAL,CZ,2015W01,2378,1,2015,2015-01-04,2020-01-04,2763,2099
NR,T,TOTAL,CZ,2014W52,2232,52,2014,2014-12-28,2020-12-28,2620,1967
NR,T,TOTAL,CZ,2014W51,2237,51,2014,2014-12-21,2020-12-21,2435,1951
NR,T,TOTAL,CZ,2014W50,2144,50,2014,2014-12-14,2020-12-14,2226,1926
NR,T,TOTAL,CZ,2014W49,2241,49,2014,2014-12-07,2020-12-07,2241,1986
NR,T,TOTAL,CZ,2014W48,2066,48,2014,2014-11-30,2020-11-30,2153,1903
NR,T,TOTAL,CZ,2014W47,1971,47,2014,2014-11-23,2020-11-23,2173,1865
NR,T,TOTAL,CZ,2014W46,1980,46,2014,2014-11-16,2020-11-16,2231,1911
NR,T,TOTAL,CZ,2014W45,2007,45,2014,2014-11-09,2020-11-09,2110,1881
NR,T,TOTAL,CZ,2014W44,2080,44,2014,2014-11-02,2020-11-02,2148,1862
NR,T,TOTAL,CZ,2014W43,2111,43,2014,2014-10-26,2020-10-26,2139,1945
NR,T,TOTAL,CZ,2014W42,2069,42,2014,2014-10-19,2020-10-19,2142,1924
NR,T,TOTAL,CZ,2014W41,2006,41,2014,2014-10-12,2020-10-12,2197,1988
NR,T,TOTAL,CZ,2014W40,2049,40,2014,2014-10-05,2020-10-05,2235,1920
NR,T,TOTAL,CZ,2014W39,2009,39,2014,2014-09-28,2020-09-28,2157,1874
NR,T,TOTAL,CZ,2014W38,2014,38,2014,2014-09-21,2020-09-21,2134,1834
NR,T,TOTAL,CZ,2014W37,1940,37,2014,2014-09-14,2020-09-14,2026,1877
NR,T,TOTAL,CZ,2014W36,1999,36,2014,2014-09-07,2020-09-07,2029,1849
NR,T,TOTAL,CZ,2014W35,1912,35,2014,2014-08-31,2020-08-31,2151,1715
NR,T,TOTAL,CZ,2014W34,1890,34,2014,2014-08-24,2020-08-24,2078,1813
NR,T,TOTAL,CZ,2014W33,1900,33,2014,2014-08-17,2020-08-17,2521,1757
NR,T,TOTAL,CZ,2014W32,1873,32,2014,2014-08-10,2020-08-10,2156,1758
NR,T,TOTAL,CZ,2014W31,1958,31,2014,2014-08-03,2020-08-03,2379,1712
NR,T,TOTAL,CZ,2014W30,2085,30,2014,2014-07-27,2020-07-27,2171,1770
NR,T,TOTAL,CZ,2014W29,2029,29,2014,2014-07-20,2020-07-20,2214,1753
NR,T,TOTAL,CZ,2014W28,1905,28,2014,2014-07-13,2020-07-13,2218,1833
NR,T,TOTAL,CZ,2014W27,1939,27,2014,2014-07-06,2020-07-06,2101,1777
NR,T,TOTAL,CZ,2014W26,1903,26,2014,2014-06-29,2020-06-29,2067,1790
NR,T,TOTAL,CZ,2014W25,1796,25,2014,2014-06-22,2020-06-22,2338,1761
NR,T,TOTAL,CZ,2014W24,2089,24,2014,2014-06-15,2020-06-15,2145,1861
NR,T,TOTAL,CZ,2014W23,1927,23,2014,2014-06-08,2020-06-08,2183,1836
NR,T,TOTAL,CZ,2014W22,1886,22,2014,2014-06-01,2020-06-01,2093,1830
NR,T,TOTAL,CZ,2014W21,2069,21,2014,2014-05-25,2020-05-25,2069,1892
NR,T,TOTAL,CZ,2014W20,1903,20,2014,2014-05-18,2020-05-18,2025,1876
NR,T,TOTAL,CZ,2014W19,1906,19,2014,2014-05-11,2020-05-11,2093,1904
NR,T,TOTAL,CZ,2014W18,1984,18,2014,2014-05-04,2020-05-04,2102,1897
NR,T,TOTAL,CZ,2014W17,2039,17,2014,2014-04-27,2020-04-27,2258,1957
NR,T,TOTAL,CZ,2014W16,2027,16,2014,2014-04-20,2020-04-20,2192,1949
NR,T,TOTAL,CZ,2014W15,1970,15,2014,2014-04-13,2020-04-13,2272,1948
NR,T,TOTAL,CZ,2014W14,2023,14,2014,2014-04-06,2020-04-06,2448,1953
NR,T,TOTAL,CZ,2014W13,2122,13,2014,2014-03-30,2020-03-30,2383,2027
NR,T,TOTAL,CZ,2014W12,2194,12,2014,2014-03-23,2020-03-23,2607,2045
NR,T,TOTAL,CZ,2014W11,2088,11,2014,2014-03-16,2020-03-16,2782,2020
NR,T,TOTAL,CZ,2014W10,2032,10,2014,2014-03-09,2020-03-09,2994,2032
NR,T,TOTAL,CZ,2014W09,2011,9,2014,2014-03-02,2020-03-02,2819,2011
NR,T,TOTAL,CZ,2014W08,2109,8,2014,2014-02-23,2020-02-23,2754,2083
NR,T,TOTAL,CZ,2014W07,2066,7,2014,2014-02-16,2020-02-16,2732,2054
NR,T,TOTAL,CZ,2014W06,2093,6,2014,2014-02-09,2020-02-09,2640,2024
NR,T,TOTAL,CZ,2014W05,2118,5,2014,2014-02-02,2020-02-02,2598,2091
NR,T,TOTAL,CZ,2014W04,2117,4,2014,2014-01-26,2020-01-26,2761,2011
NR,T,TOTAL,CZ,2014W03,1997,3,2014,2014-01-19,2020-01-19,2833,1997
NR,T,TOTAL,CZ,2014W02,1978,2,2014,2014-01-12,2020-01-12,2811,1978
NR,T,TOTAL,CZ,2014W01,2099,1,2014,2014-01-05,2020-01-05,2763,2099
NR,T,TOTAL,CZ,2013W52,2121,52,2013,2013-12-29,2020-12-29,2620,1967
NR,T,TOTAL,CZ,2013W51,2085,51,2013,2013-12-22,2020-12-22,2435,1951
NR,T,TOTAL,CZ,2013W50,2050,50,2013,2013-12-15,2020-12-15,2226,1926
NR,T,TOTAL,CZ,2013W49,2049,49,2013,2013-12-08,2020-12-08,2241,1986
NR,T,TOTAL,CZ,2013W48,2074,48,2013,2013-12-01,2020-12-01,2153,1903
NR,T,TOTAL,CZ,2013W47,1965,47,2013,2013-11-24,2020-11-24,2173,1865
NR,T,TOTAL,CZ,2013W46,1911,46,2013,2013-11-17,2020-11-17,2231,1911
NR,T,TOTAL,CZ,2013W45,1997,45,2013,2013-11-10,2020-11-10,2110,1881
NR,T,TOTAL,CZ,2013W44,1862,44,2013,2013-11-03,2020-11-03,2148,1862
NR,T,TOTAL,CZ,2013W43,1996,43,2013,2013-10-27,2020-10-27,2139,1945
NR,T,TOTAL,CZ,2013W42,1967,42,2013,2013-10-20,2020-10-20,2142,1924
NR,T,TOTAL,CZ,2013W41,2035,41,2013,2013-10-13,2020-10-13,2197,1988
NR,T,TOTAL,CZ,2013W40,2065,40,2013,2013-10-06,2020-10-06,2235,1920
NR,T,TOTAL,CZ,2013W39,1970,39,2013,2013-09-29,2020-09-29,2157,1874
NR,T,TOTAL,CZ,2013W38,1989,38,2013,2013-09-22,2020-09-22,2134,1834
NR,T,TOTAL,CZ,2013W37,1877,37,2013,2013-09-15,2020-09-15,2026,1877
NR,T,TOTAL,CZ,2013W36,1856,36,2013,2013-09-08,2020-09-08,2029,1849
NR,T,TOTAL,CZ,2013W35,1855,35,2013,2013-09-01,2020-09-01,2151,1715
NR,T,TOTAL,CZ,2013W34,1860,34,2013,2013-08-25,2020-08-25,2078,1813
NR,T,TOTAL,CZ,2013W33,1757,33,2013,2013-08-18,2020-08-18,2521,1757
NR,T,TOTAL,CZ,2013W32,2022,32,2013,2013-08-11,2020-08-11,2156,1758
NR,T,TOTAL,CZ,2013W31,2052,31,2013,2013-08-04,2020-08-04,2379,1712
NR,T,TOTAL,CZ,2013W30,2141,30,2013,2013-07-28,2020-07-28,2171,1770
NR,T,TOTAL,CZ,2013W29,1943,29,2013,2013-07-21,2020-07-21,2214,1753
NR,T,TOTAL,CZ,2013W28,1953,28,2013,2013-07-14,2020-07-14,2218,1833
NR,T,TOTAL,CZ,2013W27,1999,27,2013,2013-07-07,2020-07-07,2101,1777
NR,T,TOTAL,CZ,2013W26,1856,26,2013,2013-06-30,2020-06-30,2067,1790
NR,T,TOTAL,CZ,2013W25,2338,25,2013,2013-06-23,2020-06-23,2338,1761
NR,T,TOTAL,CZ,2013W24,1908,24,2013,2013-06-16,2020-06-16,2145,1861
NR,T,TOTAL,CZ,2013W23,1949,23,2013,2013-06-09,2020-06-09,2183,1836
NR,T,TOTAL,CZ,2013W22,2005,22,2013,2013-06-02,2020-06-02,2093,1830
NR,T,TOTAL,CZ,2013W21,1975,21,2013,2013-05-26,2020-05-26,2069,1892
NR,T,TOTAL,CZ,2013W20,1948,20,2013,2013-05-19,2020-05-19,2025,1876
NR,T,TOTAL,CZ,2013W19,1950,19,2013,2013-05-12,2020-05-12,2093,1904
NR,T,TOTAL,CZ,2013W18,1969,18,2013,2013-05-05,2020-05-05,2102,1897
NR,T,TOTAL,CZ,2013W17,2083,17,2013,2013-04-28,2020-04-28,2258,1957
NR,T,TOTAL,CZ,2013W16,2192,16,2013,2013-04-21,2020-04-21,2192,1949
NR,T,TOTAL,CZ,2013W15,2272,15,2013,2013-04-14,2020-04-14,2272,1948
NR,T,TOTAL,CZ,2013W14,2448,14,2013,2013-04-07,2020-04-07,2448,1953
NR,T,TOTAL,CZ,2013W13,2324,13,2013,2013-03-31,2020-03-31,2383,2027
NR,T,TOTAL,CZ,2013W12,2351,12,2013,2013-03-24,2020-03-24,2607,2045
NR,T,TOTAL,CZ,2013W11,2325,11,2013,2013-03-17,2020-03-17,2782,2020
NR,T,TOTAL,CZ,2013W10,2318,10,2013,2013-03-10,2020-03-10,2994,2032
NR,T,TOTAL,CZ,2013W09,2303,9,2013,2013-03-03,2020-03-03,2819,2011
NR,T,TOTAL,CZ,2013W08,2365,8,2013,2013-02-24,2020-02-24,2754,2083
NR,T,TOTAL,CZ,2013W07,2385,7,2013,2013-02-17,2020-02-17,2732,2054
NR,T,TOTAL,CZ,2013W06,2490,6,2013,2013-02-10,2020-02-10,2640,2024
NR,T,TOTAL,CZ,2013W05,2459,5,2013,2013-02-03,2020-02-03,2598,2091
NR,T,TOTAL,CZ,2013W04,2358,4,2013,2013-01-27,2020-01-27,2761,2011
NR,T,TOTAL,CZ,2013W03,2339,3,2013,2013-01-20,2020-01-20,2833,1997
NR,T,TOTAL,CZ,2013W02,2233,2,2013,2013-01-13,2020-01-13,2811,1978
NR,T,TOTAL,CZ,2013W01,2313,1,2013,2013-01-06,2020-01-06,2763,2099
NR,T,TOTAL,CZ,2012W52,2228,52,2012,2012-12-30,2020-12-30,2620,1967
NR,T,TOTAL,CZ,2012W51,2148,51,2012,2012-12-23,2020-12-23,2435,1951
NR,T,TOTAL,CZ,2012W50,2141,50,2012,2012-12-16,2020-12-16,2226,1926
NR,T,TOTAL,CZ,2012W49,2052,49,2012,2012-12-09,2020-12-09,2241,1986
NR,T,TOTAL,CZ,2012W48,2153,48,2012,2012-12-02,2020-12-02,2153,1903
NR,T,TOTAL,CZ,2012W47,1984,47,2012,2012-11-25,2020-11-25,2173,1865
NR,T,TOTAL,CZ,2012W46,1977,46,2012,2012-11-18,2020-11-18,2231,1911
NR,T,TOTAL,CZ,2012W45,1928,45,2012,2012-11-11,2020-11-11,2110,1881
NR,T,TOTAL,CZ,2012W44,2028,44,2012,2012-11-04,2020-11-04,2148,1862
NR,T,TOTAL,CZ,2012W43,2072,43,2012,2012-10-28,2020-10-28,2139,1945
NR,T,TOTAL,CZ,2012W42,2015,42,2012,2012-10-21,2020-10-21,2142,1924
NR,T,TOTAL,CZ,2012W41,1990,41,2012,2012-10-14,2020-10-14,2197,1988
NR,T,TOTAL,CZ,2012W40,1939,40,2012,2012-10-07,2020-10-07,2235,1920
NR,T,TOTAL,CZ,2012W39,2024,39,2012,2012-09-30,2020-09-30,2157,1874
NR,T,TOTAL,CZ,2012W38,1862,38,2012,2012-09-23,2020-09-23,2134,1834
NR,T,TOTAL,CZ,2012W37,1933,37,2012,2012-09-16,2020-09-16,2026,1877
NR,T,TOTAL,CZ,2012W36,1899,36,2012,2012-09-09,2020-09-09,2029,1849
NR,T,TOTAL,CZ,2012W35,1817,35,2012,2012-09-02,2020-09-02,2151,1715
NR,T,TOTAL,CZ,2012W34,2024,34,2012,2012-08-26,2020-08-26,2078,1813
NR,T,TOTAL,CZ,2012W33,1834,33,2012,2012-08-19,2020-08-19,2521,1757
NR,T,TOTAL,CZ,2012W32,1921,32,2012,2012-08-12,2020-08-12,2156,1758
NR,T,TOTAL,CZ,2012W31,2015,31,2012,2012-08-05,2020-08-05,2379,1712
NR,T,TOTAL,CZ,2012W30,2033,30,2012,2012-07-29,2020-07-29,2171,1770
NR,T,TOTAL,CZ,2012W29,1860,29,2012,2012-07-22,2020-07-22,2214,1753
NR,T,TOTAL,CZ,2012W28,1900,28,2012,2012-07-15,2020-07-15,2218,1833
NR,T,TOTAL,CZ,2012W27,2101,27,2012,2012-07-08,2020-07-08,2101,1777
NR,T,TOTAL,CZ,2012W26,2020,26,2012,2012-07-01,2020-07-01,2067,1790
NR,T,TOTAL,CZ,2012W25,2023,25,2012,2012-06-24,2020-06-24,2338,1761
NR,T,TOTAL,CZ,2012W24,1971,24,2012,2012-06-17,2020-06-17,2145,1861
NR,T,TOTAL,CZ,2012W23,1917,23,2012,2012-06-10,2020-06-10,2183,1836
NR,T,TOTAL,CZ,2012W22,2004,22,2012,2012-06-03,2020-06-03,2093,1830
NR,T,TOTAL,CZ,2012W21,2035,21,2012,2012-05-27,2020-05-27,2069,1892
NR,T,TOTAL,CZ,2012W20,1971,20,2012,2012-05-20,2020-05-20,2025,1876
NR,T,TOTAL,CZ,2012W19,1933,19,2012,2012-05-13,2020-05-13,2093,1904
NR,T,TOTAL,CZ,2012W18,2102,18,2012,2012-05-06,2020-05-06,2102,1897
NR,T,TOTAL,CZ,2012W17,2258,17,2012,2012-04-29,2020-04-29,2258,1957
NR,T,TOTAL,CZ,2012W16,2144,16,2012,2012-04-22,2020-04-22,2192,1949
NR,T,TOTAL,CZ,2012W15,2268,15,2012,2012-04-15,2020-04-15,2272,1948
NR,T,TOTAL,CZ,2012W14,2089,14,2012,2012-04-08,2020-04-08,2448,1953
NR,T,TOTAL,CZ,2012W13,2286,13,2012,2012-04-01,2020-04-01,2383,2027
NR,T,TOTAL,CZ,2012W12,2216,12,2012,2012-03-25,2020-03-25,2607,2045
NR,T,TOTAL,CZ,2012W11,2194,11,2012,2012-03-18,2020-03-18,2782,2020
NR,T,TOTAL,CZ,2012W10,2233,10,2012,2012-03-11,2020-03-11,2994,2032
NR,T,TOTAL,CZ,2012W09,2243,9,2012,2012-03-04,2020-03-04,2819,2011
NR,T,TOTAL,CZ,2012W08,2274,8,2012,2012-02-26,2020-02-26,2754,2083
NR,T,TOTAL,CZ,2012W07,2321,7,2012,2012-02-19,2020-02-19,2732,2054
NR,T,TOTAL,CZ,2012W06,2281,6,2012,2012-02-12,2020-02-12,2640,2024
NR,T,TOTAL,CZ,2012W05,2201,5,2012,2012-02-05,2020-02-05,2598,2091
NR,T,TOTAL,CZ,2012W04,2115,4,2012,2012-01-29,2020-01-29,2761,2011
NR,T,TOTAL,CZ,2012W03,2103,3,2012,2012-01-22,2020-01-22,2833,1997
NR,T,TOTAL,CZ,2012W02,2188,2,2012,2012-01-15,2020-01-15,2811,1978
NR,T,TOTAL,CZ,2012W01,2262,1,2012,2012-01-08,2020-01-08,2763,2099
NR,T,TOTAL,CZ,2011W52,2245,52,2011,2012-01-01,2020-01-01,2620,1967
NR,T,TOTAL,CZ,2011W51,2235,51,2011,2011-12-25,2020-12-25,2435,1951
NR,T,TOTAL,CZ,2011W50,2087,50,2011,2011-12-18,2020-12-18,2226,1926
NR,T,TOTAL,CZ,2011W49,2154,49,2011,2011-12-11,2020-12-11,2241,1986
NR,T,TOTAL,CZ,2011W48,2116,48,2011,2011-12-04,2020-12-04,2153,1903
NR,T,TOTAL,CZ,2011W47,2041,47,2011,2011-11-27,2020-11-27,2173,1865
NR,T,TOTAL,CZ,2011W46,2035,46,2011,2011-11-20,2020-11-20,2231,1911
NR,T,TOTAL,CZ,2011W45,2021,45,2011,2011-11-13,2020-11-13,2110,1881
NR,T,TOTAL,CZ,2011W44,2087,44,2011,2011-11-06,2020-11-06,2148,1862
NR,T,TOTAL,CZ,2011W43,2048,43,2011,2011-10-30,2020-10-30,2139,1945
NR,T,TOTAL,CZ,2011W42,2122,42,2011,2011-10-23,2020-10-23,2142,1924
NR,T,TOTAL,CZ,2011W41,2116,41,2011,2011-10-16,2020-10-16,2197,1988
NR,T,TOTAL,CZ,2011W40,1974,40,2011,2011-10-09,2020-10-09,2235,1920
NR,T,TOTAL,CZ,2011W39,1931,39,2011,2011-10-02,2020-10-02,2157,1874
NR,T,TOTAL,CZ,2011W38,1908,38,2011,2011-09-25,2020-09-25,2134,1834
NR,T,TOTAL,CZ,2011W37,1938,37,2011,2011-09-18,2020-09-18,2026,1877
NR,T,TOTAL,CZ,2011W36,1905,36,2011,2011-09-11,2020-09-11,2029,1849
NR,T,TOTAL,CZ,2011W35,1819,35,2011,2011-09-04,2020-09-04,2151,1715
NR,T,TOTAL,CZ,2011W34,2078,34,2011,2011-08-28,2020-08-28,2078,1813
NR,T,TOTAL,CZ,2011W33,1933,33,2011,2011-08-21,2020-08-21,2521,1757
NR,T,TOTAL,CZ,2011W32,1838,32,2011,2011-08-14,2020-08-14,2156,1758
NR,T,TOTAL,CZ,2011W31,2021,31,2011,2011-08-07,2020-08-07,2379,1712
NR,T,TOTAL,CZ,2011W30,1891,30,2011,2011-07-31,2020-07-31,2171,1770
NR,T,TOTAL,CZ,2011W29,1859,29,2011,2011-07-24,2020-07-24,2214,1753
NR,T,TOTAL,CZ,2011W28,2033,28,2011,2011-07-17,2020-07-17,2218,1833
NR,T,TOTAL,CZ,2011W27,1948,27,2011,2011-07-10,2020-07-10,2101,1777
NR,T,TOTAL,CZ,2011W26,1936,26,2011,2011-07-03,2020-07-03,2067,1790
NR,T,TOTAL,CZ,2011W25,1868,25,2011,2011-06-26,2020-06-26,2338,1761
NR,T,TOTAL,CZ,2011W24,1878,24,2011,2011-06-19,2020-06-19,2145,1861
NR,T,TOTAL,CZ,2011W23,1931,23,2011,2011-06-12,2020-06-12,2183,1836
NR,T,TOTAL,CZ,2011W22,1920,22,2011,2011-06-05,2020-06-05,2093,1830
NR,T,TOTAL,CZ,2011W21,1892,21,2011,2011-05-29,2020-05-29,2069,1892
NR,T,TOTAL,CZ,2011W20,1957,20,2011,2011-05-22,2020-05-22,2025,1876
NR,T,TOTAL,CZ,2011W19,2009,19,2011,2011-05-15,2020-05-15,2093,1904
NR,T,TOTAL,CZ,2011W18,1947,18,2011,2011-05-08,2020-05-08,2102,1897
NR,T,TOTAL,CZ,2011W17,1957,17,2011,2011-05-01,2020-05-01,2258,1957
NR,T,TOTAL,CZ,2011W16,2150,16,2011,2011-04-24,2020-04-24,2192,1949
NR,T,TOTAL,CZ,2011W15,2024,15,2011,2011-04-17,2020-04-17,2272,1948
NR,T,TOTAL,CZ,2011W14,2060,14,2011,2011-04-10,2020-04-10,2448,1953
NR,T,TOTAL,CZ,2011W13,2096,13,2011,2011-04-03,2020-04-03,2383,2027
NR,T,TOTAL,CZ,2011W12,2080,12,2011,2011-03-27,2020-03-27,2607,2045
NR,T,TOTAL,CZ,2011W11,2286,11,2011,2011-03-20,2020-03-20,2782,2020
NR,T,TOTAL,CZ,2011W10,2212,10,2011,2011-03-13,2020-03-13,2994,2032
NR,T,TOTAL,CZ,2011W09,2255,9,2011,2011-03-06,2020-03-06,2819,2011
NR,T,TOTAL,CZ,2011W08,2298,8,2011,2011-02-27,2020-02-27,2754,2083
NR,T,TOTAL,CZ,2011W07,2252,7,2011,2011-02-20,2020-02-20,2732,2054
NR,T,TOTAL,CZ,2011W06,2275,6,2011,2011-02-13,2020-02-13,2640,2024
NR,T,TOTAL,CZ,2011W05,2274,5,2011,2011-02-06,2020-02-06,2598,2091
NR,T,TOTAL,CZ,2011W04,2087,4,2011,2011-01-30,2020-01-30,2761,2011
NR,T,TOTAL,CZ,2011W03,2139,3,2011,2011-01-23,2020-01-23,2833,1997
NR,T,TOTAL,CZ,2011W02,2117,2,2011,2011-01-16,2020-01-16,2811,1978
NR,T,TOTAL,CZ,2011W01,2249,1,2011,2011-01-09,2020-01-09,2763,2099
NR,T,TOTAL,CZ,2010W52,2192,52,2010,2011-01-02,2020-01-02,2620,1967
NR,T,TOTAL,CZ,2010W51,2189,51,2010,2010-12-26,2020-12-26,2435,1951
NR,T,TOTAL,CZ,2010W50,2123,50,2010,2010-12-19,2020-12-19,2226,1926
NR,T,TOTAL,CZ,2010W49,2101,49,2010,2010-12-12,2020-12-12,2241,1986
NR,T,TOTAL,CZ,2010W48,2086,48,2010,2010-12-05,2020-12-05,2153,1903
NR,T,TOTAL,CZ,2010W47,1995,47,2010,2010-11-28,2020-11-28,2173,1865
NR,T,TOTAL,CZ,2010W46,1982,46,2010,2010-11-21,2020-11-21,2231,1911
NR,T,TOTAL,CZ,2010W45,1988,45,2010,2010-11-14,2020-11-14,2110,1881
NR,T,TOTAL,CZ,2010W44,2142,44,2010,2010-11-07,2020-11-07,2148,1862
NR,T,TOTAL,CZ,2010W43,2035,43,2010,2010-10-31,2020-10-31,2139,1945
NR,T,TOTAL,CZ,2010W42,2087,42,2010,2010-10-24,2020-10-24,2142,1924
NR,T,TOTAL,CZ,2010W41,2071,41,2010,2010-10-17,2020-10-17,2197,1988
NR,T,TOTAL,CZ,2010W40,2115,40,2010,2010-10-10,2020-10-10,2235,1920
NR,T,TOTAL,CZ,2010W39,1996,39,2010,2010-10-03,2020-10-03,2157,1874
NR,T,TOTAL,CZ,2010W38,2134,38,2010,2010-09-26,2020-09-26,2134,1834
NR,T,TOTAL,CZ,2010W37,2010,37,2010,2010-09-19,2020-09-19,2026,1877
NR,T,TOTAL,CZ,2010W36,1986,36,2010,2010-09-12,2020-09-12,2029,1849
NR,T,TOTAL,CZ,2010W35,1808,35,2010,2010-09-05,2020-09-05,2151,1715
NR,T,TOTAL,CZ,2010W34,1921,34,2010,2010-08-29,2020-08-29,2078,1813
NR,T,TOTAL,CZ,2010W33,1944,33,2010,2010-08-22,2020-08-22,2521,1757
NR,T,TOTAL,CZ,2010W32,1989,32,2010,2010-08-15,2020-08-15,2156,1758
NR,T,TOTAL,CZ,2010W31,1879,31,2010,2010-08-08,2020-08-08,2379,1712
NR,T,TOTAL,CZ,2010W30,1813,30,2010,2010-08-01,2020-08-01,2171,1770
NR,T,TOTAL,CZ,2010W29,1958,29,2010,2010-07-25,2020-07-25,2214,1753
NR,T,TOTAL,CZ,2010W28,2218,28,2010,2010-07-18,2020-07-18,2218,1833
NR,T,TOTAL,CZ,2010W27,1969,27,2010,2010-07-11,2020-07-11,2101,1777
NR,T,TOTAL,CZ,2010W26,2066,26,2010,2010-07-04,2020-07-04,2067,1790
NR,T,TOTAL,CZ,2010W25,1914,25,2010,2010-06-27,2020-06-27,2338,1761
NR,T,TOTAL,CZ,2010W24,1900,24,2010,2010-06-20,2020-06-20,2145,1861
NR,T,TOTAL,CZ,2010W23,2183,23,2010,2010-06-13,2020-06-13,2183,1836
NR,T,TOTAL,CZ,2010W22,1928,22,2010,2010-06-06,2020-06-06,2093,1830
NR,T,TOTAL,CZ,2010W21,1964,21,2010,2010-05-30,2020-05-30,2069,1892
NR,T,TOTAL,CZ,2010W20,2025,20,2010,2010-05-23,2020-05-23,2025,1876
NR,T,TOTAL,CZ,2010W19,1904,19,2010,2010-05-16,2020-05-16,2093,1904
NR,T,TOTAL,CZ,2010W18,1897,18,2010,2010-05-09,2020-05-09,2102,1897
NR,T,TOTAL,CZ,2010W17,2084,17,2010,2010-05-02,2020-05-02,2258,1957
NR,T,TOTAL,CZ,2010W16,2095,16,2010,2010-04-25,2020-04-25,2192,1949
NR,T,TOTAL,CZ,2010W15,1948,15,2010,2010-04-18,2020-04-18,2272,1948
NR,T,TOTAL,CZ,2010W14,2022,14,2010,2010-04-11,2020-04-11,2448,1953
NR,T,TOTAL,CZ,2010W13,2040,13,2010,2010-04-04,2020-04-04,2383,2027
NR,T,TOTAL,CZ,2010W12,2101,12,2010,2010-03-28,2020-03-28,2607,2045
NR,T,TOTAL,CZ,2010W11,2141,11,2010,2010-03-21,2020-03-21,2782,2020
NR,T,TOTAL,CZ,2010W10,2190,10,2010,2010-03-14,2020-03-14,2994,2032
NR,T,TOTAL,CZ,2010W09,2136,9,2010,2010-03-07,2020-03-07,2819,2011
NR,T,TOTAL,CZ,2010W08,2161,8,2010,2010-02-28,2020-02-28,2754,2083
NR,T,TOTAL,CZ,2010W07,2193,7,2010,2010-02-21,2020-02-21,2732,2054
NR,T,TOTAL,CZ,2010W06,2253,6,2010,2010-02-14,2020-02-14,2640,2024
